Timestamp,Latitude,Longitude,DeviceId
07:00.0,-16.911813,145.71642,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:05.0,-16.911097,145.715765,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:10.0,-16.910474,145.715001,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:15.0,-16.909956,145.714172,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:20.0,-16.909462,145.713383,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:25.0,-16.908944,145.712656,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:30.0,-16.908262,145.712089,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:35.0,-16.907415,145.711637,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:40.0,-16.906605,145.711212,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:45.0,-16.905954,145.710719,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:50.0,-16.905484,145.710182,274e8c7e-9088-40e4-b1ce-cd50331724b6
07:55.0,-16.905225,145.709889,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:00.0,-16.905154,145.709811,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:05.0,-16.905113,145.709777,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:15.0,-16.905067,145.709759,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:20.0,-16.904984,145.709703,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:25.0,-16.904751,145.709628,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:30.0,-16.904467,145.710024,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:35.0,-16.90409,145.710534,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:40.0,-16.9037,145.711061,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:45.0,-16.903312,145.711581,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:50.0,-16.903229,145.712232,274e8c7e-9088-40e4-b1ce-cd50331724b6
08:55.0,-16.903316,145.712913,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:00.0,-16.903386,145.713598,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:05.0,-16.903268,145.714189,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:10.0,-16.902877,145.714567,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:15.0,-16.902422,145.714643,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:20.0,-16.90226,145.714706,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:25.0,-16.902255,145.714794,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:30.0,-16.902258,145.714806,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:35.0,-16.902334,145.714822,274e8c7e-9088-40e4-b1ce-cd50331724b6
09:40.0,-16.902348,145.714822,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:35.0,-16.902378,145.714816,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:40.0,-16.902376,145.714815,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:45.0,-16.902378,145.714814,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:50.0,-16.902382,145.714814,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:55.0,-16.902391,145.714815,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:00.0,-16.902378,145.714819,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:05.0,-16.902388,145.714817,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:10.0,-16.90239,145.714817,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:15.0,-16.902427,145.714842,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:20.0,-16.902458,145.71487,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:25.0,-16.902458,145.714864,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:30.0,-16.902474,145.714867,274e8c7e-9088-40e4-b1ce-cd50331724b6
13:55.0,-16.902482,145.714855,274e8c7e-9088-40e4-b1ce-cd50331724b6
32:12.0,-16.902305,145.714889,274e8c7e-9088-40e4-b1ce-cd50331724b6
33:51.0,-16.902372,145.714896,274e8c7e-9088-40e4-b1ce-cd50331724b6
33:56.0,-16.902395,145.714911,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:01.0,-16.902396,145.714927,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:06.0,-16.902384,145.714936,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:11.0,-16.90241,145.714925,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:16.0,-16.902415,145.714897,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:46.0,-16.902445,145.714946,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:51.0,-16.902436,145.71494,274e8c7e-9088-40e4-b1ce-cd50331724b6
34:56.0,-16.902436,145.714941,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:01.0,-16.902435,145.714954,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:06.0,-16.902446,145.714967,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:11.0,-16.902443,145.714967,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:16.0,-16.902409,145.714957,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:21.0,-16.902401,145.714952,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:26.0,-16.902415,145.714954,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:31.0,-16.902417,145.714973,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:36.0,-16.902421,145.714936,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:41.0,-16.902418,145.714942,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:47.0,-16.902398,145.714954,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:52.0,-16.902388,145.714959,274e8c7e-9088-40e4-b1ce-cd50331724b6
35:57.0,-16.902363,145.714955,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:02.0,-16.902345,145.715002,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:07.0,-16.902345,145.715,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:13.0,-16.902347,145.714997,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:19.0,-16.902333,145.71499,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:26.0,-16.902262,145.714964,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:32.0,-16.902239,145.714977,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:37.0,-16.902241,145.714973,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:42.0,-16.902248,145.714985,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:47.0,-16.902265,145.714983,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:52.0,-16.902287,145.714971,274e8c7e-9088-40e4-b1ce-cd50331724b6
36:57.0,-16.902305,145.714961,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:05.0,-16.902351,145.714946,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:10.0,-16.902378,145.714965,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:15.0,-16.90239,145.714961,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:22.0,-16.902393,145.714916,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:27.0,-16.902391,145.714915,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:32.0,-16.902387,145.714921,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:39.0,-16.902408,145.714951,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:44.0,-16.902415,145.714958,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:49.0,-16.902439,145.71496,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:54.0,-16.902434,145.714954,274e8c7e-9088-40e4-b1ce-cd50331724b6
37:59.0,-16.902424,145.714952,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:04.0,-16.902435,145.714949,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:09.0,-16.902428,145.714937,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:14.0,-16.902429,145.714941,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:19.0,-16.902416,145.714943,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:24.0,-16.9024,145.714939,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:29.0,-16.902386,145.714937,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:34.0,-16.902369,145.714936,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:39.0,-16.902378,145.714927,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:44.0,-16.902366,145.714937,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:49.0,-16.902362,145.714942,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:54.0,-16.902354,145.714942,274e8c7e-9088-40e4-b1ce-cd50331724b6
38:59.0,-16.902364,145.714944,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:04.0,-16.902352,145.714975,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:09.0,-16.902345,145.714972,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:14.0,-16.90234,145.714984,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:19.0,-16.902353,145.715014,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:24.0,-16.902355,145.715021,274e8c7e-9088-40e4-b1ce-cd50331724b6
